,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,BsmtFinSF1_nan,BsmtFinSF2_nan,BsmtUnfSF_nan,TotalBsmtSF_nan,BsmtFullBath_nan,BsmtHalfBath_nan,GarageYrBlt_nan,GarageCars_nan,GarageArea_nan
750,751,50,1,55.0,8800,1,0,1,1,2,0,3,2,1,4,1,4,7,100,6,0,0,2,0,0,0.0,1,2,1,2,2,1,5,0.0,4,0.0,576.0,576.0,1,3,1,2,792,348,0,1140,0.0,0.0,1,0,3,1,1,7,0,0,0,0,31.0,0,0.0,0.0,0,0,0,0,160,0,0,0,0,0,6,2010,2,2,96500.0,0,0,0,0,0,0,0,0,1,0,0
751,752,60,2,68.0,7750,1,0,1,1,0,0,10,3,1,4,5,7,5,4,4,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,660.0,660.0,1,4,1,2,660,660,0,1320,0.0,0.0,2,1,3,1,2,6,3,0,0,3,4.0,3,2.0,400.0,2,3,2,0,48,0,0,0,0,0,8,2007,2,2,162000.0,1,0,0,0,0,0,0,0,0,0,0
752,753,20,2,79.0,9236,1,1,1,1,0,0,11,2,1,4,4,6,5,9,9,0,0,6,6,0,0.0,1,1,3,3,3,4,6,1200.0,4,0.0,279.0,1479.0,1,4,1,2,1494,0,0,1494,1.0,0.0,2,0,3,1,2,6,3,0,0,3,9.0,2,2.0,576.0,2,3,2,168,27,0,0,0,0,0,7,2006,2,2,217000.0,0,0,0,0,0,0,0,0,0,0,0
753,754,60,2,80.0,10240,1,0,1,1,0,0,15,2,1,4,5,8,5,1,1,0,0,6,6,2,178.0,2,2,3,3,3,2,5,0.0,4,0.0,1030.0,1030.0,1,3,1,2,1038,1060,0,2098,0.0,0.0,2,1,3,1,3,8,3,1,3,3,1.0,2,3.0,878.0,2,3,2,192,52,0,0,0,0,0,3,2006,2,2,275500.0,0,0,0,0,0,0,0,0,0,0,0
754,755,20,2,61.0,7930,1,0,1,1,0,0,5,2,1,4,4,6,8,40,4,0,0,4,5,0,0.0,1,2,2,2,3,1,6,439.0,2,472.0,115.0,1026.0,1,3,1,2,1026,0,0,1026,1.0,0.0,1,0,3,1,2,5,3,0,0,1,40.0,2,2.0,440.0,2,3,2,171,48,0,0,0,0,0,7,2009,2,2,156000.0,0,0,0,0,0,0,0,0,0,0,0
755,756,160,3,34.0,3230,1,0,1,1,0,0,13,2,1,3,5,6,5,10,10,0,0,1,1,2,894.0,1,2,3,3,3,1,6,381.0,4,0.0,348.0,729.0,1,3,1,2,742,729,0,1471,0.0,0.0,2,1,3,1,1,6,3,0,0,1,10.0,1,2.0,440.0,2,3,2,0,24,0,0,0,0,0,3,2009,2,2,172500.0,0,0,0,0,0,0,0,0,0,0,0
756,757,60,2,68.0,10769,1,1,1,1,0,0,11,2,1,4,5,8,5,2,2,0,0,6,6,0,0.0,2,2,3,3,3,3,6,20.0,4,0.0,846.0,866.0,1,4,1,2,866,902,0,1768,0.0,0.0,2,1,3,1,2,7,3,0,0,3,2.0,2,2.0,578.0,2,3,2,144,105,0,0,0,0,0,4,2009,2,2,212000.0,0,0,0,0,0,0,0,0,0,0,0
757,758,60,2,68.0,11616,1,1,1,1,4,0,4,2,1,4,5,6,5,32,32,2,0,3,4,1,328.0,1,2,2,2,3,2,1,438.0,4,0.0,234.0,672.0,1,2,1,2,672,714,0,1386,0.0,0.0,2,1,3,1,1,6,3,1,2,3,32.0,3,2.0,440.0,2,3,2,335,0,0,0,0,0,0,4,2010,2,0,158900.0,1,0,0,0,0,0,0,0,0,0,0
758,759,160,3,24.0,2280,1,0,1,1,0,0,13,2,1,2,5,7,5,9,9,0,0,1,1,2,360.0,1,2,3,3,3,1,4,549.0,4,0.0,195.0,744.0,1,3,1,2,757,744,0,1501,0.0,0.0,2,1,3,1,1,6,3,0,0,1,9.0,1,2.0,440.0,2,3,2,0,0,0,0,0,0,0,8,2008,2,2,179400.0,0,0,0,0,0,0,0,0,0,0,0
759,760,60,2,65.0,12257,1,1,1,1,0,0,16,2,1,4,5,8,5,12,12,0,0,6,6,2,513.0,2,2,3,3,3,3,3,56.0,5,64.0,1198.0,1318.0,1,4,1,2,1328,1203,0,2531,0.0,0.0,2,1,4,1,2,9,3,1,2,3,12.0,2,3.0,752.0,2,3,2,222,98,0,0,0,0,0,11,2007,2,2,290000.0,0,0,0,0,0,0,0,0,0,0,0
760,761,20,2,70.0,9100,1,0,1,1,0,0,5,2,1,4,4,6,6,50,50,2,0,2,0,0,0.0,1,2,2,2,3,1,1,612.0,4,0.0,252.0,864.0,1,4,1,2,864,0,0,864,0.0,0.0,1,0,2,1,1,5,3,0,0,1,1.0,1,1.0,300.0,3,2,2,0,0,0,0,0,0,450,10,2009,2,2,127500.0,0,0,0,0,0,0,0,0,0,0,0
761,762,30,1,60.0,6911,1,0,1,1,1,0,1,1,1,4,4,5,5,85,59,0,0,2,0,0,0.0,1,2,3,2,3,2,3,405.0,4,0.0,740.0,1145.0,1,2,1,2,1301,0,0,1301,0.0,0.0,1,0,2,1,0,5,1,0,0,1,44.0,1,2.0,440.0,2,3,2,0,0,0,0,0,0,0,10,2009,2,2,100000.0,0,0,0,0,0,0,0,0,0,0,0
762,763,60,3,72.0,8640,1,0,1,1,0,0,13,2,1,4,5,7,5,1,1,0,0,6,6,0,0.0,1,2,3,3,3,2,6,24.0,4,0.0,732.0,756.0,1,4,1,2,764,783,0,1547,0.0,0.0,2,1,3,1,2,7,3,0,0,3,1.0,1,2.0,614.0,2,3,2,169,45,0,0,0,0,0,6,2010,1,2,215200.0,0,0,0,0,0,0,0,0,0,0,0
763,764,60,2,82.0,9430,1,0,1,1,0,0,16,2,1,4,5,8,5,10,10,0,0,6,6,2,673.0,2,2,3,3,3,2,6,1163.0,4,0.0,89.0,1252.0,1,4,1,2,1268,1097,0,2365,1.0,0.0,2,1,3,1,2,8,3,1,3,3,10.0,2,3.0,856.0,2,3,2,0,128,0,0,180,0,0,7,2009,2,2,337000.0,0,0,0,0,0,0,0,0,0,0,0
764,765,120,2,30.0,9549,1,1,1,1,4,0,8,2,1,3,4,8,5,11,10,2,0,5,3,0,0.0,2,1,3,3,4,3,3,437.0,5,1057.0,0.0,1494.0,1,4,1,2,1494,0,0,1494,1.0,0.0,1,1,2,1,3,6,3,1,3,3,11.0,3,2.0,481.0,2,3,2,0,30,0,0,216,0,0,4,2006,2,2,270000.0,0,0,0,0,0,0,0,0,0,0,0
765,766,20,2,75.0,14587,1,1,1,1,0,0,13,2,1,4,4,9,5,0,0,0,0,6,6,3,284.0,2,2,3,3,3,1,5,0.0,4,0.0,1498.0,1498.0,1,4,1,2,1506,0,0,1506,0.0,0.0,2,0,2,1,3,6,3,1,3,3,0.0,3,2.0,592.0,2,3,2,0,174,0,0,0,0,0,8,2008,3,3,264132.0,0,0,0,0,0,0,0,0,0,0,0
766,767,60,2,80.0,10421,1,0,1,1,0,0,9,2,1,4,5,7,5,22,22,0,0,3,4,2,42.0,1,2,2,3,3,1,6,394.0,4,0.0,586.0,980.0,1,2,1,2,980,734,0,1714,0.0,0.0,2,1,3,1,1,7,3,1,2,3,22.0,1,2.0,496.0,2,3,2,228,66,156,0,0,0,500,3,2010,2,2,196500.0,0,0,0,0,0,0,0,0,0,0,0
767,768,50,2,75.0,12508,1,1,1,1,0,0,6,2,1,4,1,6,7,68,23,0,0,6,6,0,0.0,1,2,2,3,3,2,4,660.0,4,0.0,323.0,983.0,1,4,1,2,983,767,0,1750,1.0,0.0,2,0,4,1,1,7,2,0,0,3,19.0,1,1.0,423.0,2,3,2,245,0,156,0,0,0,1300,7,2008,2,2,160000.0,0,0,0,0,0,0,0,0,0,0,0
768,769,20,2,70.0,9100,1,0,1,1,0,0,11,2,1,4,4,7,5,2,1,2,0,6,6,0,0.0,2,2,3,3,3,1,6,24.0,4,0.0,1836.0,1860.0,1,4,1,2,1836,0,0,1836,0.0,0.0,2,0,3,1,2,8,3,1,3,3,2.0,3,2.0,484.0,2,3,2,120,33,0,0,0,0,0,10,2006,2,2,216837.0,0,0,0,0,0,0,0,0,0,0,0
769,770,60,2,47.0,53504,1,3,3,1,4,1,8,2,1,4,5,8,5,7,7,2,0,7,2,2,603.0,3,2,3,3,3,4,4,1416.0,4,0.0,234.0,1650.0,1,4,1,2,1690,1589,0,3279,1.0,0.0,3,1,4,1,3,12,2,1,3,4,7.0,3,3.0,841.0,2,3,2,503,36,0,0,210,0,0,6,2010,2,2,538000.0,0,0,0,0,0,0,0,0,0,0,0
770,771,85,2,68.0,7252,1,1,1,1,4,0,4,2,1,4,0,5,5,27,27,2,0,2,0,0,0.0,1,2,2,3,3,3,6,685.0,4,0.0,173.0,858.0,1,2,1,2,858,0,0,858,1.0,0.0,1,0,2,1,1,5,3,0,0,1,26.0,1,2.0,576.0,2,3,2,120,0,0,0,0,0,0,4,2009,2,2,134900.0,1,0,0,0,0,0,0,0,0,0,0
771,772,20,2,67.0,8877,1,0,1,1,0,0,2,2,1,4,4,4,5,55,55,0,0,2,0,0,0.0,1,2,2,1,2,1,3,836.0,4,0.0,0.0,836.0,1,2,1,0,1220,0,0,1220,0.0,0.0,1,0,2,1,1,6,3,0,0,1,55.0,1,2.0,396.0,2,3,2,0,0,0,0,0,0,0,4,2006,0,2,102000.0,0,0,0,0,0,0,0,0,0,0,0
772,773,80,2,94.0,7819,1,0,1,1,0,0,2,2,1,4,3,6,5,34,34,0,0,4,5,0,0.0,1,2,2,2,3,3,4,422.0,1,127.0,480.0,1029.0,1,2,1,2,1117,0,0,1117,1.0,0.0,1,0,3,1,1,6,3,1,2,1,34.0,1,2.0,672.0,2,3,2,144,0,0,0,0,0,0,3,2010,2,0,107000.0,0,0,0,0,0,0,0,0,0,0,0
773,774,20,2,70.0,10150,1,0,1,1,0,0,5,1,1,4,4,5,5,49,49,0,0,2,0,0,1.0,1,2,2,2,3,1,1,456.0,4,0.0,456.0,912.0,1,4,1,1,912,0,0,912,0.0,0.0,1,0,2,1,1,5,3,0,0,3,49.0,2,1.0,275.0,2,3,2,0,0,0,0,0,0,0,7,2007,0,2,114500.0,0,0,0,0,0,0,0,0,0,0,0
774,775,20,2,110.0,14226,1,0,1,1,2,0,15,2,1,4,4,8,5,1,1,2,0,6,6,2,375.0,2,2,3,3,3,3,5,0.0,4,0.0,1935.0,1935.0,1,3,1,2,1973,0,0,1973,0.0,0.0,2,0,3,1,2,9,3,1,3,3,1.0,3,3.0,895.0,2,3,2,315,45,0,0,0,0,0,7,2007,3,3,395000.0,0,0,0,0,0,0,0,0,0,0,0
775,776,120,1,32.0,4500,1,0,1,1,1,0,6,2,1,3,4,6,5,11,11,2,0,6,6,2,320.0,1,2,3,4,3,1,6,866.0,4,0.0,338.0,1204.0,1,4,1,2,1204,0,0,1204,1.0,0.0,2,0,2,1,1,5,3,0,0,3,11.0,3,2.0,412.0,2,3,2,0,247,0,0,0,0,0,6,2009,2,2,162000.0,0,0,0,0,0,0,0,0,0,0,0
776,777,20,2,86.0,11210,1,1,1,1,0,0,11,2,1,4,4,7,5,1,0,0,0,6,6,2,240.0,2,2,3,3,3,3,6,20.0,4,0.0,1594.0,1614.0,1,4,1,2,1614,0,0,1614,0.0,0.0,2,0,3,1,2,7,3,0,0,3,1.0,2,3.0,865.0,2,3,2,144,59,0,0,0,0,0,7,2006,3,3,221500.0,0,0,0,0,0,0,0,0,0,0,0
777,778,20,2,100.0,13350,1,1,1,1,0,0,4,2,1,4,4,5,5,32,32,2,0,3,5,0,0.0,1,2,2,2,3,1,4,762.0,4,0.0,102.0,864.0,1,2,1,2,894,0,0,894,1.0,0.0,1,0,3,1,1,5,3,1,1,3,32.0,1,2.0,440.0,2,3,2,241,0,0,0,0,0,0,6,2006,2,2,142500.0,0,0,0,0,0,0,0,0,0,0,0
778,779,90,0,60.0,8400,1,0,1,1,0,0,7,1,1,1,4,5,5,30,30,0,0,4,5,2,320.0,1,2,0,0,1,0,0,0.0,0,0.0,0.0,0.0,1,2,1,2,2020,0,0,2020,0.0,0.0,2,0,4,2,1,10,3,2,2,1,30.0,1,2.0,630.0,2,3,2,0,0,0,0,0,0,0,10,2007,2,2,144000.0,0,0,0,0,0,0,0,0,0,0,0
779,780,90,2,78.0,10530,1,0,1,1,0,0,6,2,1,1,0,6,5,29,29,0,0,4,3,2,90.0,1,2,2,3,3,4,6,975.0,4,0.0,0.0,975.0,1,2,1,2,1004,0,0,1004,1.0,0.0,1,0,2,1,1,4,3,0,0,3,29.0,1,2.0,504.0,2,3,2,0,0,0,0,0,0,0,5,2006,2,2,135000.0,0,0,0,0,0,0,0,0,0,0,0
780,781,20,2,63.0,7875,1,0,1,1,0,0,10,2,1,4,4,7,5,12,11,0,0,3,4,2,38.0,1,2,3,3,4,1,5,0.0,4,0.0,1237.0,1237.0,1,3,1,2,1253,0,0,1253,0.0,0.0,2,0,3,1,1,6,3,1,2,3,12.0,3,2.0,402.0,2,3,2,220,21,0,0,0,0,0,6,2007,2,2,176000.0,0,0,0,0,0,0,0,0,0,0,0
781,782,60,2,65.0,7153,1,0,1,1,0,0,7,2,1,4,5,6,5,14,14,0,0,6,6,0,0.0,2,1,3,3,3,1,4,387.0,4,0.0,374.0,761.0,1,4,1,2,810,793,0,1603,0.0,0.0,2,1,3,1,2,7,3,0,0,3,14.0,2,2.0,484.0,2,3,2,0,124,0,0,0,0,0,7,2006,2,2,175900.0,0,0,0,0,0,0,0,0,0,0,0
782,783,20,2,67.0,16285,1,3,1,1,0,0,11,2,1,4,4,7,5,8,7,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,1413.0,1413.0,1,4,1,2,1430,0,0,1430,0.0,0.0,2,0,3,1,2,6,3,0,0,3,8.0,2,2.0,605.0,2,3,2,0,33,0,0,0,0,0,6,2009,2,2,187100.0,0,0,0,0,0,0,0,0,0,0,0
783,784,85,2,68.0,9101,1,1,1,1,2,0,6,2,1,4,0,5,6,31,31,0,0,4,5,2,104.0,1,1,3,3,3,3,6,1097.0,4,0.0,0.0,1097.0,1,4,1,2,1110,0,0,1110,1.0,0.0,1,0,1,1,2,4,3,1,2,3,31.0,3,2.0,602.0,2,3,2,303,30,0,0,0,0,0,7,2009,2,2,165500.0,1,0,0,0,0,0,0,0,0,0,0
784,785,75,1,35.0,6300,1,0,1,1,0,0,3,2,1,4,2,6,6,94,7,0,0,2,2,0,0.0,1,2,2,2,3,1,5,0.0,4,0.0,742.0,742.0,1,4,1,2,742,742,0,1484,0.0,0.0,2,0,3,1,1,9,3,1,3,0,29.0,0,0.0,0.0,0,0,2,0,291,134,0,0,0,0,6,2008,2,2,128000.0,0,0,0,0,0,0,0,0,1,0,0
785,786,20,2,68.0,9790,1,0,1,1,0,0,9,1,1,4,4,6,5,42,42,0,0,5,0,0,0.0,1,2,2,2,3,1,1,251.0,2,630.0,491.0,1372.0,1,2,1,2,1342,0,0,1342,0.0,0.0,2,0,3,1,1,7,3,1,3,3,42.0,1,2.0,457.0,2,3,2,0,0,0,0,197,0,0,9,2009,2,2,161500.0,1,0,0,0,0,0,0,0,0,0,0
786,787,50,1,60.0,10800,1,0,1,1,0,0,3,0,1,4,1,5,6,95,60,0,0,1,1,0,0.0,1,1,3,1,3,1,3,686.0,4,0.0,0.0,686.0,1,2,1,2,966,686,0,1652,1.0,0.0,2,0,4,1,1,7,3,0,0,1,49.0,1,1.0,416.0,2,3,2,0,0,196,0,0,0,1200,6,2010,2,2,139000.0,0,0,0,0,0,0,0,0,0,0,0
787,788,60,2,76.0,10142,1,1,1,1,0,0,7,2,1,4,5,7,5,6,6,0,0,6,6,0,0.0,2,2,3,3,3,1,6,656.0,4,0.0,300.0,956.0,1,4,1,2,956,1128,0,2084,1.0,0.0,2,1,4,1,2,8,3,0,0,4,6.0,2,2.0,618.0,2,3,2,0,45,0,0,0,0,0,1,2010,2,2,233000.0,0,0,0,0,0,0,0,0,0,0,0
788,789,20,1,50.0,6000,1,0,1,1,2,0,3,2,1,4,4,4,7,54,8,0,0,1,1,0,0.0,1,2,2,2,3,1,5,0.0,4,0.0,901.0,901.0,1,4,1,2,901,0,0,901,0.0,0.0,1,0,2,1,1,4,3,0,0,1,54.0,1,1.0,281.0,1,3,2,0,0,0,0,0,0,0,8,2008,2,2,107900.0,0,0,0,0,0,0,0,0,0,0,0
789,790,60,2,68.0,12205,1,1,2,1,0,0,8,2,1,4,5,6,8,41,0,0,0,3,4,2,157.0,1,2,2,2,2,4,3,568.0,4,0.0,264.0,832.0,1,3,1,2,976,1111,0,2087,0.0,0.0,2,1,5,1,2,9,3,0,0,3,41.0,3,2.0,444.0,2,3,2,133,168,0,0,0,0,0,7,2007,2,2,187500.0,1,0,0,0,0,0,0,0,0,0,0
790,791,120,2,43.0,3182,1,0,1,1,0,0,8,2,1,3,4,7,5,4,3,0,0,6,6,2,11.0,2,2,3,3,3,1,6,16.0,4,0.0,1129.0,1145.0,1,4,1,2,1145,0,0,1145,0.0,0.0,2,0,2,1,2,5,3,1,3,3,4.0,3,2.0,397.0,2,3,2,100,16,0,0,0,0,0,9,2009,2,2,160200.0,0,0,0,0,0,0,0,0,0,0,0
791,792,80,2,68.0,11333,1,1,1,1,2,0,6,2,1,4,3,6,5,31,31,0,0,3,4,0,0.0,1,2,3,3,3,3,4,539.0,4,0.0,490.0,1029.0,1,2,1,2,1062,0,0,1062,1.0,0.0,1,0,3,1,1,5,3,2,2,3,31.0,2,2.0,539.0,2,3,2,120,0,0,0,0,0,0,5,2007,2,2,146800.0,1,0,0,0,0,0,0,0,0,0,0
792,793,60,2,92.0,9920,1,1,1,1,4,0,16,2,1,4,5,7,5,11,10,0,0,1,1,0,0.0,2,2,3,3,3,3,6,862.0,4,0.0,255.0,1117.0,1,4,1,2,1127,886,0,2013,1.0,0.0,2,1,3,1,1,8,3,1,2,3,10.0,1,2.0,455.0,2,3,2,180,130,0,0,0,0,0,6,2007,2,2,269790.0,0,0,0,0,0,0,0,0,0,0,0
793,794,20,2,76.0,9158,1,0,1,1,0,0,13,2,1,4,4,8,5,0,0,0,0,7,7,3,140.0,2,2,3,3,3,3,5,0.0,4,0.0,1496.0,1496.0,1,4,1,2,1496,0,0,1496,0.0,0.0,2,0,3,1,2,7,3,0,0,3,0.0,3,2.0,474.0,2,3,2,168,130,0,0,0,0,0,6,2007,3,3,225000.0,0,0,0,0,0,0,0,0,0,0,0
794,795,60,2,68.0,10832,1,1,1,1,2,0,10,2,1,4,5,7,5,14,12,0,0,1,1,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,712.0,712.0,1,4,1,2,1086,809,0,1895,0.0,0.0,2,1,3,1,2,7,3,1,2,3,14.0,3,2.0,409.0,2,3,2,143,46,0,0,0,0,500,10,2008,2,2,194500.0,1,0,0,0,0,0,0,0,0,0,0
795,796,60,2,70.0,8400,1,0,1,1,0,0,7,2,1,4,5,6,6,30,29,0,0,3,4,2,130.0,1,2,2,3,3,1,5,0.0,4,0.0,650.0,650.0,1,2,1,2,888,676,0,1564,0.0,0.0,2,1,3,1,1,7,3,1,2,3,30.0,1,2.0,476.0,2,3,2,0,50,0,0,204,0,0,4,2010,2,2,171000.0,0,0,0,0,0,0,0,0,0,0,0
796,797,20,2,71.0,8197,1,0,1,1,0,0,4,2,1,4,4,6,5,30,30,0,0,4,5,2,148.0,1,2,2,2,3,1,5,0.0,4,0.0,660.0,660.0,1,4,1,2,1285,0,0,1285,0.0,0.0,1,1,3,1,1,7,3,1,2,3,30.0,2,2.0,528.0,2,3,2,138,0,0,0,0,0,0,4,2007,2,2,143500.0,0,0,0,0,0,0,0,0,0,0,0
797,798,20,2,57.0,7677,1,0,1,1,0,0,5,2,1,4,4,5,5,55,55,0,0,6,6,0,0.0,1,2,2,2,3,1,2,570.0,4,0.0,203.0,773.0,1,3,1,2,773,0,0,773,0.0,0.0,1,0,2,1,1,4,3,0,0,3,55.0,1,1.0,240.0,2,3,2,0,0,0,0,0,0,0,4,2008,2,0,110000.0,0,0,0,0,0,0,0,0,0,0,0
798,799,60,2,104.0,13518,1,0,1,1,0,0,15,2,1,4,5,9,5,1,0,2,0,6,6,3,860.0,3,2,3,4,3,1,5,0.0,4,0.0,1926.0,1926.0,1,4,1,2,1966,1174,0,3140,0.0,0.0,3,1,4,1,3,11,3,2,3,4,0.0,3,3.0,820.0,2,3,2,144,78,0,0,0,0,0,7,2009,3,3,485000.0,0,0,0,0,0,0,0,0,0,0,0
799,800,50,2,60.0,7200,1,0,1,1,2,0,8,1,1,4,1,5,7,70,57,0,0,2,0,2,252.0,1,2,1,3,3,1,4,569.0,4,0.0,162.0,731.0,1,4,1,2,981,787,0,1768,1.0,0.0,1,1,3,1,2,7,3,2,2,1,68.0,1,1.0,240.0,2,3,2,0,0,264,0,0,0,0,6,2007,2,2,175000.0,0,0,0,0,0,0,0,0,0,0,0
800,801,60,2,79.0,12798,1,1,3,1,0,1,8,1,1,4,5,6,5,11,11,0,0,6,6,0,0.0,1,2,3,3,3,4,6,462.0,4,0.0,154.0,616.0,1,3,1,2,616,1072,0,1688,1.0,0.0,2,1,4,1,2,8,3,0,0,3,11.0,2,2.0,603.0,2,3,2,403,114,185,0,0,0,400,5,2008,2,2,200000.0,0,0,0,0,0,0,0,0,0,0,0
801,802,30,1,40.0,4800,1,0,1,1,0,0,0,2,1,4,4,4,7,91,17,0,0,1,1,0,0.0,1,2,2,2,3,1,3,197.0,4,0.0,999.0,1196.0,1,4,1,1,1196,0,0,1196,1.0,0.0,1,0,2,1,1,5,3,0,0,1,50.0,1,2.0,440.0,2,3,2,0,0,0,0,0,0,0,7,2007,2,2,109900.0,0,0,0,0,0,0,0,0,0,0,0
802,803,60,2,63.0,8199,1,0,1,1,0,0,11,2,1,4,5,7,5,3,3,0,0,0,2,0,0.0,2,2,3,3,3,3,6,648.0,4,0.0,80.0,728.0,1,4,1,2,728,728,0,1456,1.0,0.0,2,1,3,1,2,7,3,1,3,3,3.0,3,2.0,410.0,2,3,2,36,18,0,0,0,0,0,10,2008,2,2,189000.0,0,0,0,0,0,0,0,0,0,0,0
803,804,60,2,107.0,13891,1,0,1,1,0,0,15,2,1,4,5,9,5,1,0,2,0,6,6,3,424.0,3,2,3,4,3,4,5,0.0,4,0.0,1734.0,1734.0,1,4,1,2,1734,1088,0,2822,0.0,0.0,3,1,4,1,3,12,3,1,3,4,0.0,2,3.0,1020.0,2,3,2,52,170,0,0,192,0,0,1,2009,3,3,582933.0,0,0,0,0,0,0,0,0,0,0,0
804,805,20,2,75.0,9000,1,0,1,1,0,0,5,2,1,4,4,5,5,52,52,0,0,2,0,0,0.0,1,2,2,2,3,1,3,812.0,4,0.0,124.0,936.0,1,2,1,2,1128,0,0,1128,0.0,0.0,1,0,2,1,1,5,1,0,0,3,52.0,1,1.0,286.0,2,3,2,0,0,0,0,0,0,0,6,2006,2,1,118000.0,0,0,0,0,0,0,0,0,0,0,0
805,806,20,2,91.0,12274,1,1,1,1,1,0,13,2,1,4,4,7,5,0,0,0,0,6,6,3,256.0,2,2,3,3,3,1,5,0.0,4,0.0,1417.0,1417.0,1,4,1,2,1428,0,0,1428,0.0,0.0,2,0,3,1,3,6,3,0,0,3,0.0,2,2.0,554.0,2,3,2,0,60,0,0,0,0,0,7,2008,3,3,227680.0,0,0,0,0,0,0,0,0,0,0,0
806,807,80,2,75.0,9750,1,0,1,1,0,0,5,2,1,4,3,5,5,39,39,0,0,6,6,0,0.0,1,2,3,2,3,3,4,400.0,3,480.0,100.0,980.0,1,3,1,2,980,0,0,980,0.0,0.0,2,0,3,1,1,6,3,0,0,3,39.0,3,1.0,384.0,2,3,2,68,0,0,0,0,0,0,10,2006,2,2,135500.0,0,0,0,0,0,0,0,0,0,0,0
807,808,70,2,144.0,21384,1,0,1,1,0,0,1,2,1,4,5,5,6,86,5,0,0,2,0,0,0.0,1,2,2,2,3,4,6,1309.0,4,0.0,15.0,1324.0,1,4,1,2,1072,504,0,1576,2.0,0.0,1,1,3,1,2,6,3,1,2,3,86.0,2,2.0,528.0,2,3,2,0,312,0,0,0,0,0,5,2009,2,2,223500.0,0,0,0,0,0,0,0,0,0,0,0
808,809,80,2,85.0,13400,1,0,1,1,0,0,5,2,1,4,3,5,5,40,40,0,0,6,6,2,1047.0,1,2,2,2,3,3,4,516.0,1,128.0,380.0,1024.0,1,2,1,2,1086,0,0,1086,1.0,0.0,1,0,3,1,1,6,3,1,3,3,40.0,2,2.0,484.0,2,3,2,0,0,0,0,0,0,0,6,2006,2,2,159950.0,0,0,0,0,0,0,0,0,0,0,0
809,810,75,1,90.0,8100,1,0,1,1,2,0,3,2,1,4,2,5,5,111,44,2,0,0,3,0,0.0,1,2,3,2,3,1,5,0.0,4,0.0,849.0,849.0,1,2,0,1,1075,1063,0,2138,0.0,0.0,2,0,2,3,1,11,3,0,0,1,99.0,1,2.0,360.0,1,2,0,40,156,0,0,0,0,0,11,2009,2,2,106000.0,0,0,0,0,0,0,0,0,0,0,0
810,811,20,2,78.0,10140,1,0,1,1,0,0,9,2,1,4,4,6,6,32,7,2,0,3,4,2,99.0,1,2,2,2,3,1,4,663.0,2,377.0,0.0,1040.0,1,1,1,2,1309,0,0,1309,1.0,0.0,1,1,3,1,2,5,3,1,1,3,32.0,2,2.0,484.0,2,3,2,265,0,0,0,0,648,0,1,2006,2,2,181000.0,0,0,0,0,0,0,0,0,0,0,0
811,812,120,1,68.0,4438,1,0,1,1,0,0,11,2,1,3,4,6,5,4,4,0,0,6,6,2,169.0,2,2,3,3,3,4,6,662.0,4,0.0,186.0,848.0,1,4,1,2,848,0,0,848,1.0,0.0,1,0,1,1,2,4,3,1,3,3,4.0,3,2.0,420.0,2,3,2,140,0,0,0,0,0,0,6,2008,1,2,144500.0,1,0,0,0,0,0,0,0,0,0,0
812,813,20,0,66.0,8712,0,0,0,1,0,1,0,2,1,4,4,5,5,58,58,2,0,2,0,0,0.0,0,2,2,2,3,3,5,0.0,4,0.0,540.0,540.0,1,2,0,1,1044,0,0,1044,0.0,0.0,1,0,2,1,0,4,3,0,0,2,58.0,1,2.0,504.0,2,3,0,0,0,0,0,0,0,54,6,2010,2,1,55993.0,0,0,0,0,0,0,0,0,0,0,0
813,814,20,2,75.0,9750,1,0,1,1,0,0,5,2,1,4,4,6,6,49,49,0,0,1,1,2,243.0,1,2,2,2,3,1,1,608.0,4,0.0,834.0,1442.0,1,3,1,2,1442,0,0,1442,0.0,0.0,1,1,4,1,1,7,3,0,0,3,49.0,2,1.0,301.0,2,3,2,0,0,275,0,0,0,500,4,2007,0,2,157900.0,0,0,0,0,0,0,0,0,0,0,0
